Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness,Temperature,Good Taste,Good Quantity,churn_risk
25,Female,Married,Employee,25001 to 50000,Graduate,3,13.0626,77.5284,560015,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,1
24,Female,Single,Student,No Income,Post Graduate,5,13.0626,77.5284,560015,Food delivery apps,Direct call,Breakfast,Lunch,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Disagree,Disagree,Disagree,Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1
25,Female,Married,Employee,More than 50000,Graduate,1,12.977,77.5773,560009,Food delivery apps,Direct call,Lunch,Snacks,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Disagree,Neutral,Yes,Important,Important,Very Important,Very Important,Important,Important,Very Important,Very Important,1
25,Female,Prefer not to say,Employee,25001 to 50000,Post Graduate,3,12.998,77.6227,560005,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,1
24,Female,Married,Student,Below Rs.10000,Ph.D,5,13.0626,77.5284,560015,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Slightly Important,Moderately Important,Important,Important,Important,Moderately Important,Important,Important,0
24,Male,Single,Student,No Income,Post Graduate,3,13.0626,77.5284,560015,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),45 minutes,Disagree,Neutral,Agree,Disagree,Disagree,Yes,Very Important,Important,Moderately Important,Important,Moderately Important,Important,Important,Very Important,0
22,Male,Single,Employee,10001 to 25000,Graduate,1,13.0138,77.5877,560006,Food delivery apps,Direct call,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Disagree,Disagree,No,Slightly Important,Moderately Important,Slightly Important,Unimportant,Unimportant,Unimportant,Slightly Important,Slightly Important,0
28,Male,Single,Employee,25001 to 50000,Post Graduate,2,13.0138,77.5877,560006,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Strongly disagree,Agree,Disagree,Disagree,Disagree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Very Important,Important,Very Important,1
25,Female,Single,Employee,More than 50000,Post Graduate,6,13.014,77.5658,560012,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Yes,Weekdays (Mon-Fri),15 minutes,Disagree,Disagree,Neutral,Agree,Agree,Yes,Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,1
21,Male,Married,Employee,More than 50000,Ph.D,3,12.9306,77.5434,560085,Food delivery apps,Web browser,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,0
22,Male,Married,Self Employeed,10001 to 25000,School,3,12.982,77.6256,560008,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Disagree,Neutral,No,Unimportant,Slightly Important,Unimportant,Unimportant,Very Important,Very Important,Very Important,Very Important,0
31,Male,Married,Employee,More than 50000,Ph.D,3,12.9306,77.5434,560085,Food delivery apps,Web browser,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,0
30,Male,Married,Employee,More than 50000,Post Graduate,6,12.9369,77.6407,560095,Food delivery apps,Walk-in,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,0
